contig_1.circularised	1	20
contig_1.circularised	2	27
contig_1.circularised	3	27
contig_1.circularised	4	29
contig_1.circularised	5	29
contig_1.circularised	6	29
contig_1.circularised	7	29
contig_1.circularised	8	29
contig_1.circularised	9	30
contig_1.circularised	10	30
contig_1.circularised	11	31
contig_1.circularised	12	31
contig_1.circularised	13	32
contig_1.circularised	14	33
contig_1.circularised	15	32
contig_1.circularised	16	33
contig_1.circularised	17	32
contig_1.circularised	18	35
contig_1.circularised	19	34
contig_1.circularised	20	36
contig_1.circularised	21	36
contig_1.circularised	22	36
contig_1.circularised	23	36
contig_1.circularised	24	35
contig_1.circularised	25	35
contig_1.circularised	26	35
contig_1.circularised	27	36
contig_1.circularised	28	36
contig_1.circularised	29	36
contig_1.circularised	30	38
contig_1.circularised	31	38
contig_1.circularised	32	38
contig_1.circularised	33	38
contig_1.circularised	34	38
contig_1.circularised	35	38
contig_1.circularised	36	38
contig_1.circularised	37	36
contig_1.circularised	38	35
contig_1.circularised	39	38
contig_1.circularised	40	38
contig_1.circularised	41	38
contig_1.circularised	42	38
contig_1.circularised	43	38
contig_1.circularised	44	37
contig_1.circularised	45	38
contig_1.circularised	46	39
contig_1.circularised	47	37
contig_1.circularised	48	37
contig_1.circularised	49	40
contig_1.circularised	50	40
contig_1.circularised	51	42
contig_1.circularised	52	42
contig_1.circularised	53	42
contig_1.circularised	54	42
contig_1.circularised	55	42
contig_1.circularised	56	43
contig_1.circularised	57	43
contig_1.circularised	58	43
contig_1.circularised	59	43
contig_1.circularised	60	44
contig_1.circularised	61	45
contig_1.circularised	62	45
contig_1.circularised	63	45
contig_1.circularised	64	45
contig_1.circularised	65	45
contig_1.circularised	66	46
contig_1.circularised	67	48
contig_1.circularised	68	48
contig_1.circularised	69	48
contig_1.circularised	70	49
contig_1.circularised	71	49
contig_1.circularised	72	48
contig_1.circularised	73	49
contig_1.circularised	74	50
contig_1.circularised	75	49
contig_1.circularised	76	49
contig_1.circularised	77	49
contig_1.circularised	78	50
contig_1.circularised	79	51
contig_1.circularised	80	51
contig_1.circularised	81	51
contig_1.circularised	82	50
contig_1.circularised	83	50
