contig_1.circularised	1	1165
contig_1.circularised	2	1184
contig_1.circularised	3	1228
contig_1.circularised	4	1245
contig_1.circularised	5	1249
contig_1.circularised	6	1250
contig_1.circularised	7	1253
contig_1.circularised	8	1245
contig_1.circularised	9	1253
contig_1.circularised	10	1271
contig_1.circularised	11	1270
contig_1.circularised	12	1273
contig_1.circularised	13	1268
contig_1.circularised	14	1285
contig_1.circularised	15	1289
contig_1.circularised	16	1304
contig_1.circularised	17	1312
contig_1.circularised	18	1313
contig_1.circularised	19	1311
contig_1.circularised	20	1316
contig_1.circularised	21	1318
contig_1.circularised	22	1306
contig_1.circularised	23	1318
contig_1.circularised	24	1323
contig_1.circularised	25	1327
contig_1.circularised	26	1335
contig_1.circularised	27	1334
contig_1.circularised	28	1332
contig_1.circularised	29	1333
contig_1.circularised	30	1337
contig_1.circularised	31	1338
contig_1.circularised	32	1334
contig_1.circularised	33	1335
contig_1.circularised	34	1334
contig_1.circularised	35	1333
contig_1.circularised	36	1310
contig_1.circularised	37	1338
contig_1.circularised	38	1341
contig_1.circularised	39	1339
contig_1.circularised	40	1340
contig_1.circularised	41	1336
contig_1.circularised	42	1345
contig_1.circularised	43	1350
contig_1.circularised	44	1350
contig_1.circularised	45	1352
contig_1.circularised	46	1341
contig_1.circularised	47	1346
contig_1.circularised	48	1355
contig_1.circularised	49	1356
contig_1.circularised	50	1354
contig_1.circularised	51	1355
contig_1.circularised	52	1350
contig_1.circularised	53	1336
contig_1.circularised	54	1357
contig_1.circularised	55	1333
contig_1.circularised	56	1283
contig_1.circularised	57	1359
contig_1.circularised	58	1360
contig_1.circularised	59	1353
contig_1.circularised	60	1371
contig_1.circularised	61	1361
contig_1.circularised	62	1372
contig_1.circularised	63	1378
contig_1.circularised	64	1360
contig_1.circularised	65	1374
contig_1.circularised	66	1381
contig_1.circularised	67	1383
contig_1.circularised	68	1384
contig_1.circularised	69	1386
contig_1.circularised	70	1386
contig_1.circularised	71	1387
contig_1.circularised	72	1386
contig_1.circularised	73	1385
contig_1.circularised	74	1389
contig_1.circularised	75	1379
contig_1.circularised	76	1392
contig_1.circularised	77	1386
contig_1.circularised	78	1394
contig_1.circularised	79	1394
contig_1.circularised	80	1394
contig_1.circularised	81	1393
contig_1.circularised	82	1387
contig_1.circularised	83	1402
contig_1.circularised	84	1391
contig_1.circularised	85	1394
contig_1.circularised	86	1383
contig_1.circularised	87	1392
contig_1.circularised	88	1408
contig_1.circularised	89	1384
contig_1.circularised	90	1410
contig_1.circularised	91	1414
